compound_code	compound_name	cumulative_metabolite_score	consumption_score	production_score	percentile
C06548	Ethylene_oxide	9.861	9.861	0.0	80.0
C06510	Adenosine-GDP-cobinamide	4.7	4.7	0.0	50.0
C06041	Glycerophosphoglycoglycerolipid	-8.864	0.0	-8.864	70.0
C06040	Diglucosyl-diacylglycerol	-9.71755135807	8.864	-10.353	80.0
C07090	Protoanemonin	9.773	9.773	0.0	80.0
C03402	L-Asparaginyl-tRNA(Asn)	-8.015	0.0	-8.015	60.0
C17962	Demethylphosphinothricin	7.418	7.418	0.0	60.0
C03406	N-(L-Arginino)succinate	-7.33046461446	0.0	-7.33	50.0
C14855	4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene	-9.976	0.0	-9.976	80.0
C05512	Deoxyinosine	-8.79933298473	6.451	-9.058	70.0
C04186	5-Carboxymethyl-2-hydroxymuconate	-7.295	0.0	-7.295	50.0
C07645	Aldophosphamide	11.6469294821	11.647	0.0	90.0
C00086	Urea	6.209	6.209	0.0	50.0
C07648	Thioguanine	9.98597201491	9.986	0.0	80.0
C07649	5-FU	11.085	11.085	0.0	90.0
C00085	D-Fructose_6-phosphate	7.84908012145	7.849	0.0	60.0
C00327	L-Citrulline	8.12310015745	8.123	0.0	60.0
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	4.58944184989	7.735	-7.562	50.0
C02320	R-S-Glutathione	-9.976	0.0	-9.976	80.0
C02463	Precorrin_2	-8.498	0.0	-8.498	70.0
C05269	3-Oxohexanoyl-CoA	5.839	5.839	0.0	50.0
C00695	Cholic_acid	-7.687	0.0	-7.687	50.0
C05264	(S)-Hydroxydecanoyl-CoA	9.131	9.131	0.0	70.0
C00083	Malonyl-CoA	-7.477	0.0	-7.477	50.0
C18096	D-Allulose_6-phosphate	-7.714	0.0	-7.714	60.0
C00082	L-Tyrosine	6.40899900074	6.409	0.0	50.0
C14861	S-(2,2-Dichloro-1-hydroxy)ethyl_glutathione	-9.976	0.0	-9.976	80.0
C00269	CDP-diacylglycerol	-8.60144254144	0.0	-8.601	70.0
C14863	2-(S-Glutathionyl)acetyl_glutathione	-9.976	0.0	-9.976	80.0
C14864	S-(2-Chloroacetyl)glutathione	-9.976	0.0	-9.976	80.0
C00507	L-Rhamnose	9.219	9.219	0.0	80.0
C14868	S-(1,2-Dichlorovinyl)glutathione	-9.976	0.0	-9.976	80.0
C00262	Hypoxanthine	7.41305691206	8.5	-7.582	60.0
C16217	3-Hydroxyoctadecanoyl-CoA	-11.6543851295	0.0	-11.654	90.0
C16216	3-Oxostearoyl-CoA	11.6543851295	11.654	0.0	90.0
C00267	alpha-D-Glucose	8.90212884958	8.909	-1.115	70.0
C00266	Glycolaldehyde	-10.176	0.0	-10.176	90.0
C04494	Guanosine_3'-diphosphate_5'-triphosphate	10.316264854	10.316	0.0	90.0
C00402	D-Aspartate	-8.392	0.0	-8.392	60.0
C00464	Mannan	-10.353	0.0	-10.353	90.0
C18242	2,3,5-Trichlorodienelactone	9.773	9.773	0.0	80.0
C00460	dUTP	8.872	8.872	0.0	70.0
C00463	Indole	-9.324	0.0	-9.324	80.0
C00286	dGTP	-11.3734936879	0.17	-11.374	90.0
C00283	Hydrogen_sulfide	10.1870767955	10.189	-0.637	90.0
C04432	tRNA_containing_6-isopentenyladenosine	-7.451	0.0	-7.451	50.0
C05980	Cardiolipin	-8.80738753203	0.0	-8.807	70.0
C12838	trans-4-Carboxymethylenebut-2-en-4-olide	9.773	9.773	0.0	80.0
C18304	2-Chloro-5-methyl-cis-dienelactone	9.773	9.773	0.0	80.0
C05427	Phytyl_diphosphate	9.45125046945	9.451	0.0	80.0
C05688	L-Selenocysteine	8.401	8.401	0.0	70.0
C04431	cis-4-Carboxymethylenebut-2-en-4-olide	9.773	9.773	0.0	80.0
C01563	Carbamate	-9.87	0.0	-9.87	80.0
C04051	5-Amino-4-imidazolecarboxyamide	-10.7619334767	0.0	-10.762	90.0
C04052	5-Carboxy-2-oxohept-3-enedioate	7.555	7.555	0.0	60.0
C02262	D-Galactosamine	8.046	8.046	0.0	60.0
C02265	D-Phenylalanine	7.989	7.989	0.0	60.0
C00270	N-Acetylneuraminate	9.97446159191	9.974	0.0	80.0
C00672	2-Deoxy-D-ribose_1-phosphate	10.0226727555	10.114	-6.087	80.0
C01367	3'-AMP	-8.89208605158	0.0	-8.892	70.0
C11583	4-Glutathionyl_cyclophosphamide	-9.976	0.0	-9.976	80.0
C00219	Arachidonate	8.371	8.371	0.0	70.0
C00601	Phenylacetaldehyde	5.907	5.907	0.0	50.0
C00217	D-Glutamate	4.83190985859	5.624	-4.381	50.0
C00603	(-)-Ureidoglycolate	-7.322	0.0	-7.322	50.0
C00212	Adenosine	8.09754093898	8.098	0.0	60.0
C13309	2-Phytyl-1,4-naphthoquinone	-5.771	0.0	-5.771	50.0
C00575	3',5'-Cyclic_AMP	-9.445	0.0	-9.445	80.0
C05840	Iminoaspartate	-6.895	0.0	-6.895	50.0
C05841	Nicotinate_D-ribonucleoside	-7.38599573879	8.238	-8.874	50.0
C00035	GDP	-10.4757967008	0.0	-10.476	90.0
C00032	Heme	-7.40081795722	5.0	-7.651	50.0
C00033	Acetate	10.2475232097	10.248	0.0	90.0
C00031	D-Glucose	-10.1308448686	3.239	-10.143	90.0
C00137	myo-Inositol	-10.5172355435	0.0	-10.517	90.0
C00136	Butanoyl-CoA	-12.301650071	0.0	-12.302	90.0
C02814	Benzene-1,2,4-triol	-8.43	0.0	-8.43	60.0
C00134	Putrescine	-8.26331624892	0.0	-8.263	60.0
C00133	D-Alanine	11.4519676008	11.452	0.0	90.0
C00131	dATP	8.8174490918	9.479	-8.036	70.0
C00130	IMP	-8.08664078019	0.0	-8.087	60.0
C00679	5-Dehydro-4-deoxy-D-glucarate	6.807	6.807	0.0	50.0
C03221	2-trans-Dodecenoyl-CoA	-7.93	0.0	-7.93	60.0
C02723	N-Methylputrescine	7.762	7.762	0.0	60.0
C06113	L-Aspartyl-tRNA(Asn)	-8.667	0.0	-8.667	70.0
C00043	UDP-N-acetyl-alpha-D-glucosamine	-8.6558522034	0.0	-8.656	70.0
C00042	Succinate	11.2640102364	11.264	0.0	90.0
C00041	L-Alanine	-9.09511808343	4.459	-9.152	70.0
C00040	Acyl-CoA	9.70772122195	9.708	0.0	80.0
C00047	L-Lysine	9.70323843086	9.703	0.0	80.0
C00046	RNA	11.1123369246	11.369	-8.752	90.0
C05280	cis,cis-3,6-Dodecadienoyl-CoA	9.311	9.311	0.0	80.0
C00044	GTP	-7.31300641541	8.803	-9.242	50.0
C00793	D-Cysteine	8.791	8.791	0.0	70.0
C00049	L-Aspartate	-11.3683539126	4.635	-11.382	90.0
C00048	Glyoxylate	-9.879	0.0	-9.879	80.0
C02642	3-Ureidopropionate	-9.886	0.0	-9.886	80.0
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	7.109	7.109	0.0	50.0
C06481	L-Seryl-tRNA(Sec)	-8.53439169741	8.904	-9.731	70.0
C20440	alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate	6.95433067166	6.954	0.0	50.0
C06482	L-Selenocysteinyl-tRNA(Sec)	-8.904	0.0	-8.904	70.0
C14899	3-Dehydro-L-gulonate_6-phosphate	-8.71981394498	0.0	-8.72	70.0
C04230	1-Acyl-sn-glycero-3-phosphocholine	-8.371	0.0	-8.371	60.0
C04233	2-Acyl-sn-glycero-3-phosphocholine	-8.371	0.0	-8.371	60.0
C01101	L-Ribulose_5-phosphate	-8.86631301751	6.212	-9.079	70.0
C01100	L-Histidinol_phosphate	5.816	5.816	0.0	50.0
C01103	Orotidine_5'-phosphate	6.84957359304	6.85	0.0	50.0
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	-6.282	0.0	-6.282	50.0
C01107	(R)-5-Phosphomevalonate	-2.222	0.0	-2.222	50.0
C02888	Sorbose_1-phosphate	-9.861	0.0	-9.861	80.0
C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate	-8.82	0.0	-8.82	70.0
C05122	Taurocholate	7.687	7.687	0.0	60.0
C01209	Malonyl-[acyl-carrier_protein]	10.4803187297	10.48	0.0	90.0
C06001	(S)-3-Hydroxyisobutyrate	9.131	9.131	0.0	70.0
C06000	(S)-3-Hydroxyisobutyryl-CoA	-9.131	0.0	-9.131	70.0
C06002	(S)-Methylmalonate_semialdehyde	-8.939	0.0	-8.939	70.0
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	8.375	8.375	0.0	70.0
C06006	(S)-2-Aceto-2-hydroxybutanoate	-10.3219277785	0.0	-10.322	90.0
C01233	sn-Glycero-3-phosphoethanolamine	8.093	8.093	0.0	60.0
C16565	Aminopropylcadaverine	-8.925	0.0	-8.925	70.0
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	-10.4622537921	0.0	-10.462	90.0
C02492	1,4-beta-D-Mannan	-10.353	0.0	-10.353	90.0
C16255	[Dihydrolipoyllysine-residue_acetyltransferase]_S-acetyldihydrolipoyllysine	-9.567	0.0	-9.567	80.0
C18216	4-Hydroxyphenyl-4-hydroxybenzoate	6.794	6.794	0.0	50.0
C18215	Bis(4-hydroxyphenyl)methanol	-8.43	0.0	-8.43	60.0
C04302	N-(5-Phospho-D-ribosyl)anthranilate	7.714	7.714	0.0	60.0
C00214	Thymidine	-9.02678692266	0.0	-9.027	70.0
C05345	beta-D-Fructose_6-phosphate	10.1244725269	10.25	-6.665	90.0
C01236	D-Glucono-1,5-lactone_6-phosphate	9.51212221538	9.512	0.0	80.0
C00221	beta-D-Glucose	-10.9136770885	0.0	-10.914	90.0
C00429	5,6-Dihydrouracil	9.886	9.886	0.0	80.0
C01031	S-Formylglutathione	7.707	7.707	0.0	60.0
C00817	D-Altronate	-7.52	0.0	-7.52	50.0
C03451	(R)-S-Lactoylglutathione	8.83	8.83	0.0	70.0
C00036	Oxaloacetate	8.00272974564	8.436	-6.489	60.0
C05223	Dodecanoyl-[acyl-carrier_protein]	10.3610512216	10.44	-6.209	90.0
C05466	Glycochenodeoxycholate	7.687	7.687	0.0	60.0
C00037	Glycine	9.43869892554	9.439	0.0	80.0
C15809	Iminoglycine	8.299	8.299	0.0	60.0
C00670	sn-Glycero-3-phosphocholine	8.093	8.093	0.0	60.0
C03859	D-Glucosyllipopolysaccharide	-8.488	0.0	-8.488	70.0
C11907	4,6-Dideoxy-4-oxo-dTDP-D-glucose	-4.17	0.0	-4.17	50.0
C05546	Protein_N6,N6,N6-trimethyl-L-lysine	2.322	2.322	0.0	50.0
C02693	(Indol-3-yl)acetamide	7.484	7.484	0.0	60.0
C00253	Nicotinate	-8.60133617688	0.0	-8.601	70.0
C00250	Pyridoxal	11.42969821	11.461	-5.919	90.0
C00251	Chorismate	-6.82	0.0	-6.82	50.0
C00256	(R)-Lactate	8.4011098897	8.401	0.0	70.0
C00257	D-Gluconic_acid	7.93	7.93	0.0	60.0
C05338	4-Hydroxyphenylacetyl-CoA	7.248	7.248	0.0	50.0
C00255	Riboflavin	9.43654016507	9.437	0.0	80.0
C05336	Selenomethionyl-tRNA(Met)	-8.195	0.0	-8.195	60.0
C00392	Mannitol	9.21671852726	9.217	0.0	80.0
C11278	Aflatoxin_B1exo-8,9-epoxide-GSH	-9.976	0.0	-9.976	80.0
C05335	L-Selenomethionine	-6.51559444964	8.195	-8.587	50.0
C05332	Phenethylamine	7.762	7.762	0.0	60.0
C00395	Penicillin	8.23858484818	8.239	0.0	60.0
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	11.4730236502	11.473	0.0	90.0
C01081	Thiamin_monophosphate	-8.219	0.0	-8.219	60.0
C01083	alpha,alpha-Trehalose	10.1783033424	10.178	0.0	90.0
C00559	Deoxyadenosine	-4.51211968239	6.015	-6.451	50.0
C00558	D-Tagaturonate	9.807	9.807	0.0	80.0
C01888	Aminoacetone	7.762	7.762	0.0	60.0
C16388	(6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapenta-6,9,12,15,18-enoyl-CoA	-9.131	0.0	-9.131	70.0
C00555	4-Aminobutyraldehyde	4.0	4.0	0.0	50.0
C00886	L-Alanyl-tRNA	-10.2181498729	0.0	-10.218	90.0
C00885	Isochorismate	4.524	4.524	0.0	50.0
C01322	RX	9.976	9.976	0.0	80.0
C00498	ADP-glucose	-9.68561929722	0.0	-9.686	80.0
C00882	Dephospho-CoA	6.14953344795	8.379	-8.033	50.0
C00881	Deoxycytidine	-8.874	0.0	-8.874	70.0
C13634	2,3-Bis(4-hydroxyphenyl)-1,2-propanediol	-8.43	0.0	-8.43	60.0
C00078	L-Tryptophan	9.62746826136	9.627	0.0	80.0
C00376	Retinal	-11.4730236502	0.0	-11.473	90.0
C01302	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose_5-phosphate	-7.714	0.0	-7.714	60.0
C00072	Ascorbate	9.94765821384	9.948	0.0	80.0
C00073	L-Methionine	-8.6756470182	0.0	-8.676	70.0
C00071	Aldehyde	-11.6107605418	0.0	-11.611	90.0
C00077	L-Ornithine	-8.79147234605	0.0	-8.791	70.0
C00074	Phosphoenolpyruvate	-10.9748926317	0.0	-10.975	90.0
C00075	UTP	8.93796417879	8.938	0.0	70.0
C05766	Uroporphyrinogen_I	8.791	8.791	0.0	70.0
C06397	ADP-D-glycero-beta-D-manno-heptose	7.435	7.435	0.0	60.0
C16186	L-Ascorbate_6-phosphate	-8.26376722308	5.437	-8.454	60.0
C00279	D-Erythrose_4-phosphate	13.879850759	13.88	0.0	90.0
C02350	(S)(+)-Allantoin	8.388	8.388	0.0	70.0
C02353	2',3'-Cyclic_AMP	8.89208605158	8.892	0.0	70.0
C00084	Acetaldehyde	10.4173467632	11.2	-9.944	90.0
C02355	2',3'-Cyclic_UMP	8.89208605158	8.892	0.0	70.0
C02354	2',3'-Cyclic_CMP	8.89208605158	8.892	0.0	70.0
C00081	ITP	8.70062696697	8.701	0.0	70.0
C10858	Ecgonine	-8.83	0.0	-8.83	70.0
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-9.07951713554	0.0	-9.08	70.0
C04642	2-Hydroxy-5-carboxymethylmuconate_semialdehyde	-6.19	0.0	-6.19	50.0
C00089	Sucrose	-12.0251470983	0.0	-12.025	90.0
C04646	6-Thioinosine-5'-monophosphate	-9.60554825414	0.0	-9.606	80.0
C05938	L-4-Hydroxyglutamate_semialdehyde	9.129	9.129	0.0	70.0
C00671	(S)-3-Methyl-2-oxopentanoic_acid	8.98897902656	8.989	0.0	70.0
C02191	Protoporphyrin	9.27151128191	9.272	0.0	80.0
C00673	2-Deoxy-D-ribose_5-phosphate	-10.065220525	0.0	-10.065	90.0
C05931	N-Succinyl-L-glutamate	8.175	8.175	0.0	60.0
C00106	Uracil	-9.67999560078	6.459	-9.827	80.0
C00104	IDP	10.1545313723	10.155	0.0	90.0
C00105	UMP	-4.98234156915	2.64	-5.242	50.0
C00103	D-Glucose_1-phosphate	-9.0385933504	5.426	-9.152	70.0
C00100	Propanoyl-CoA	-13.6760185105	0.0	-13.676	90.0
C00101	Tetrahydrofolate	-8.68568256754	4.513	-8.764	70.0
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	-8.335	0.0	-8.335	60.0
C00109	2-Oxobutanoate	11.8879022735	11.888	0.0	90.0
C03287	L-Glutamyl_5-phosphate	5.741	5.741	0.0	50.0
C00900	2-Acetolactate	-9.88877173988	7.562	-10.151	80.0
C04706	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide	9.773	9.773	0.0	80.0
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	7.1995411689	7.276	-3.0	50.0
C05764	Hexadecanoyl-[acp]	10.3610512216	10.44	-6.209	90.0
C06899	Chloral_hydrate	11.4730236502	11.473	0.0	90.0
C05761	Tetradecanoyl-[acp]	10.3610512216	10.44	-6.209	90.0
C05760	trans-Tetradec-2-enoyl-[acp]	-10.1202494152	0.0	-10.12	90.0
C05763	trans-Hexadec-2-enoyl-[acp]	-10.1202494152	0.0	-10.12	90.0
C05762	3-Oxohexadecanoyl-[acp]	10.2963462289	10.296	0.0	90.0
C05600	2-Hydroxyhepta-2,4-dienedioate	-2.0	0.0	-2.0	50.0
C00361	dGDP	11.0868013307	11.137	-6.267	90.0
