org_code	domain	group	genus	species
css	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_stercorarium_subsp._stercorarium_DSM_8532
csd	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_stercorarium_subsp._stercorarium_DSM_8532
cdf	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_difficile_630
cdc	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_difficile_CD196
cdl	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_difficile_R20291
cdg	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_difficile_BI1
cst	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_sticklandii
faa	Bacteria	Firmicutes_-_Clostridia	Filifactor	Filifactor_alocis
amt	Bacteria	Firmicutes_-_Clostridia	Alkaliphilus	Alkaliphilus_metalliredigens
aoe	Bacteria	Firmicutes_-_Clostridia	Alkaliphilus	Alkaliphilus_oremlandii
asf	Bacteria	Firmicutes_-_Clostridia	Arthromitus	Candidatus_Arthromitus_sp._SFB-mouse-Japan
asm	Bacteria	Firmicutes_-_Clostridia	Arthromitus	Candidatus_Arthromitus_sp._SFB-mouse-Yit
asb	Bacteria	Firmicutes_-_Clostridia	Arthromitus	Candidatus_Arthromitus_sp._SFB-rat-Yit
sth	Bacteria	Firmicutes_-_Clostridia	Symbiobacterium	Symbiobacterium_thermophilum
swo	Bacteria	Firmicutes_-_Clostridia	Syntrophomonas	Syntrophomonas_wolfei
slp	Bacteria	Firmicutes_-_Clostridia	Syntrophothermus	Syntrophothermus_lipocalidus
dsy	Bacteria	Firmicutes_-_Clostridia	Desulfitobacterium	Desulfitobacterium_hafniense_Y51
dhd	Bacteria	Firmicutes_-_Clostridia	Desulfitobacterium	Desulfitobacterium_hafniense_DCB-2
ddh	Bacteria	Firmicutes_-_Clostridia	Desulfitobacterium	Desulfitobacterium_dehalogenans
ddl	Bacteria	Firmicutes_-_Clostridia	Desulfitobacterium	Desulfitobacterium_dichloroeliminans
drm	Bacteria	Firmicutes_-_Clostridia	Desulfotomaculum	Desulfotomaculum_reducens
dae	Bacteria	Firmicutes_-_Clostridia	Desulfotomaculum	Desulfotomaculum_acetoxidans
dca	Bacteria	Firmicutes_-_Clostridia	Desulfotomaculum	Desulfotomaculum_carboxydivorans
dku	Bacteria	Firmicutes_-_Clostridia	Desulfotomaculum	Desulfotomaculum_kuznetsovii
dru	Bacteria	Firmicutes_-_Clostridia	Desulfotomaculum	Desulfotomaculum_ruminis
dgi	Bacteria	Firmicutes_-_Clostridia	Desulfotomaculum	Desulfotomaculum_gibsoniae
pth	Bacteria	Firmicutes_-_Clostridia	Pelotomaculum	Pelotomaculum_thermopropionicum
dau	Bacteria	Firmicutes_-_Clostridia	Desulforudis	Candidatus_Desulforudis_audaxviator
tjr	Bacteria	Firmicutes_-_Clostridia	Thermincola	Thermincola_potens_JR
sgy	Bacteria	Firmicutes_-_Clostridia	Syntrophobotulus	Syntrophobotulus_glycolicus
dor	Bacteria	Firmicutes_-_Clostridia	Desulfosporosinus	Desulfosporosinus_orientis
dai	Bacteria	Firmicutes_-_Clostridia	Desulfosporosinus	Desulfosporosinus_acidiphilus
dmi	Bacteria	Firmicutes_-_Clostridia	Desulfosporosinus	Desulfosporosinus_meridiei
ded	Bacteria	Firmicutes_-_Clostridia	Dehalobacter	Dehalobacter_sp._DCA
dec	Bacteria	Firmicutes_-_Clostridia	Dehalobacter	Dehalobacter_sp._CF
hmo	Bacteria	Firmicutes_-_Clostridia	Heliobacterium	Heliobacterium_modesticaldum
fma	Bacteria	Firmicutes_-_Clostridia	Finegoldia	Finegoldia_magna
apr	Bacteria	Firmicutes_-_Clostridia	Anaerococcus	Anaerococcus_prevotii
eel	Bacteria	Firmicutes_-_Clostridia	Eubacterium	Eubacterium_eligens
ere	Bacteria	Firmicutes_-_Clostridia	Eubacterium	Eubacterium_rectale_ATCC_33656
ert	Bacteria	Firmicutes_-_Clostridia	Eubacterium	Eubacterium_rectale_DSM_17629
era	Bacteria	Firmicutes_-_Clostridia	Eubacterium	Eubacterium_rectale_M104/1
elm	Bacteria	Firmicutes_-_Clostridia	Eubacterium	Eubacterium_limosum
esr	Bacteria	Firmicutes_-_Clostridia	Eubacterium	Eubacterium_siraeum_V10Sc8a
esu	Bacteria	Firmicutes_-_Clostridia	Eubacterium	Eubacterium_siraeum_70/3
awo	Bacteria	Firmicutes_-_Clostridia	Acetobacterium	Acetobacterium_woodii
bpb	Bacteria	Firmicutes_-_Clostridia	Butyrivibrio	Butyrivibrio_proteoclasticus
bfi	Bacteria	Firmicutes_-_Clostridia	Butyrivibrio	Butyrivibrio_fibrisolvens
cle	Bacteria	Firmicutes_-_Clostridia	Cellulosilyticum	Clostridium_lentocellum
rho	Bacteria	Firmicutes_-_Clostridia	Roseburia	Roseburia_hominis
rix	Bacteria	Firmicutes_-_Clostridia	Roseburia	Roseburia_intestinalis_XB6B4
rim	Bacteria	Firmicutes_-_Clostridia	Roseburia	Roseburia_intestinalis_M50/1
coo	Bacteria	Firmicutes_-_Clostridia	Coprococcus	Coprococcus_sp._ART55/1
cct	Bacteria	Firmicutes_-_Clostridia	Coprococcus	Coprococcus_catus
eha	Bacteria	Firmicutes_-_Clostridia	Ethanoligenens	Ethanoligenens_harbinense
ral	Bacteria	Firmicutes_-_Clostridia	Ruminococcus	Ruminococcus_albus
rbr	Bacteria	Firmicutes_-_Clostridia	Ruminococcus	Ruminococcus_bromii
rch	Bacteria	Firmicutes_-_Clostridia	Ruminococcus	Ruminococcus_champanellensis
rum	Bacteria	Firmicutes_-_Clostridia	Ruminococcus	Ruminococcus_sp._SR1/5
rob	Bacteria	Firmicutes_-_Clostridia	Ruminococcus	Ruminococcus_obeum_A2-162
rto	Bacteria	Firmicutes_-_Clostridia	Ruminococcus	Ruminococcus_torques_L2-14
fpr	Bacteria	Firmicutes_-_Clostridia	Faecalibacterium	Faecalibacterium_prausnitzii_L2-6
fpa	Bacteria	Firmicutes_-_Clostridia	Faecalibacterium	Faecalibacterium_prausnitzii_SL3/3
ova	Bacteria	Firmicutes_-_Clostridia	Oscillibacter	Oscillibacter_valericigenes
tmr	Bacteria	Firmicutes_-_Clostridia	Thermaerobacter	Thermaerobacter_marianensis
say	Bacteria	Firmicutes_-_Clostridia	Sulfobacillus	Sulfobacillus_acidophilus_TPY
sap	Bacteria	Firmicutes_-_Clostridia	Sulfobacillus	Sulfobacillus_acidophilus_DSM_10332
clo	Bacteria	Firmicutes_-_Clostridia	Unclassified_Clostridiales	Clostridiales_genomosp._BVAB3
bprm	Bacteria	Firmicutes_-_Clostridia	Unclassified_Clostridiales	Butyrate-producing_bacterium_SM4/1
bprs	Bacteria	Firmicutes_-_Clostridia	Unclassified_Clostridiales	Butyrate-producing_bacterium_SS3/4
bprl	Bacteria	Firmicutes_-_Clostridia	Unclassified_Clostridiales	Butyrate-producing_bacterium_SSC/2
tte	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacter	Thermoanaerobacter_tengcongensis
tex	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacter	Thermoanaerobacter_sp._X514
thx	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacter	Thermoanaerobacter_sp._X513
tpd	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacter	Thermoanaerobacter_pseudethanolicus
tit	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacter	Thermoanaerobacter_italicus
tmt	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacter	Thermoanaerobacter_mathranii
tbo	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacter	Thermoanaerobacter_brockii
twi	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacter	Thermoanaerobacter_wiegelii
chy	Bacteria	Firmicutes_-_Bacilli	Carboxydothermus	Carboxydothermus_hydrogenoformans
tep	Bacteria	Firmicutes_-_Clostridia	Tepidanaerobacter	Tepidanaerobacter_sp._Re1
tae	Bacteria	Firmicutes_-_Clostridia	Tepidanaerobacter	Tepidanaerobacter_acetatoxydans_Re1
mta	Bacteria	Firmicutes_-_Clostridia	Moorella	Moorella_thermoacetica
adg	Bacteria	Firmicutes_-_Clostridia	Ammonifex	Ammonifex_degensii
tpz	Bacteria	Firmicutes_-_Clostridia	Thermacetogenium	Thermacetogenium_phaeum
csc	Bacteria	Firmicutes_-_Clostridia	Caldicellulosiruptor	Caldicellulosiruptor_saccharolyticus
ate	Bacteria	Firmicutes_-_Clostridia	Caldicellulosiruptor	Caldicellulosiruptor_bescii
cob	Bacteria	Firmicutes_-_Clostridia	Caldicellulosiruptor	Caldicellulosiruptor_obsidiansis
chd	Bacteria	Firmicutes_-_Clostridia	Caldicellulosiruptor	Caldicellulosiruptor_hydrothermalis
cow	Bacteria	Firmicutes_-_Clostridia	Caldicellulosiruptor	Caldicellulosiruptor_owensensis
cki	Bacteria	Firmicutes_-_Clostridia	Caldicellulosiruptor	Caldicellulosiruptor_kristjanssonii
ckn	Bacteria	Firmicutes_-_Clostridia	Caldicellulosiruptor	Caldicellulosiruptor_kronotskyensis
clc	Bacteria	Firmicutes_-_Clostridia	Caldicellulosiruptor	Caldicellulosiruptor_lactoaceticus
toc	Bacteria	Firmicutes_-_Clostridia	Thermosediminibacter	Thermosediminibacter_oceani
ttm	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacterium	Thermoanaerobacterium_thermosaccharolyticum_DSM_571
tto	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacterium	Thermoanaerobacterium_thermosaccharolyticum_M0795
txy	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacterium	Thermoanaerobacterium_xylanolyticum
tsh	Bacteria	Firmicutes_-_Clostridia	Thermoanaerobacterium	Thermoanaerobacterium_saccharolyticum
cpo	Bacteria	Firmicutes_-_Clostridia	Coprothermobacter	Coprothermobacter_proteolyticus
tnr	Bacteria	Firmicutes_-_Clostridia	Thermodesulfobium	Thermodesulfobium_narugense
mas	Bacteria	Firmicutes_-_Clostridia	Mahella	Mahella_australiensis
nth	Bacteria	Firmicutes_-_Clostridia	Natranaerobius	Natranaerobius_thermophilus
hor	Bacteria	Firmicutes_-_Clostridia	Halothermothrix	Halothermothrix_orenii
has	Bacteria	Firmicutes_-_Clostridia	Halanaerobium	Halanaerobium_hydrogeniformans
hpk	Bacteria	Firmicutes_-_Clostridia	Halanaerobium	Halanaerobium_praevalens
aar	Bacteria	Firmicutes_-_Clostridia	Acetohalobium	Acetohalobium_arabaticum
hhl	Bacteria	Firmicutes_-_Clostridia	Halobacteroides	Halobacteroides_halobius
vpr	Bacteria	Firmicutes_-_Others	Veillonella	Veillonella_parvula
ssg	Bacteria	Firmicutes_-_Others	Selenomonas	Selenomonas_sputigena
sri	Bacteria	Firmicutes_-_Others	Selenomonas	Selenomonas_ruminantium
med	Bacteria	Firmicutes_-_Others	Megasphaera	Megasphaera_elsdenii
mhg	Bacteria	Firmicutes_-_Others	Megamonas	Megamonas_hypermegale
afn	Bacteria	Firmicutes_-_Others	Acidaminococcus	Acidaminococcus_fermentans
ain	Bacteria	Firmicutes_-_Others	Acidaminococcus	Acidaminococcus_intestini
erh	Bacteria	Firmicutes_-_Others	Erysipelothrix	Erysipelothrix_rhusiopathiae_Fujisawa
ers	Bacteria	Firmicutes_-_Others	Erysipelothrix	Erysipelothrix_rhusiopathiae_SY1027
euc	Bacteria	Firmicutes_-_Others	Unclassified_Erysipelotrichaceae	Eubacterium_cylindroides
mge	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_genitalium_G37
mgu	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_genitalium_M2288
mgc	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_genitalium_M2321
mgq	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_genitalium_M6282
mgx	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_genitalium_M6320
mpn	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_pneumoniae_M129
mpm	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_pneumoniae_309
mpj	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_pneumoniae_FH
mpb	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_pneumoniae_M129-B7
mpu	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_pulmonis
mpe	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_penetrans
mga	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_gallisepticum_R(low)
mgh	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_gallisepticum_R(high)
mgf	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_gallisepticum_F
mgn	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_gallisepticum_NC06_2006.080-5-2P
mgs	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_gallisepticum_NC95_13295-2-2P
mgt	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_gallisepticum_NY01_2001.047-5-1P
mgv	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_gallisepticum_VA94_7994-1-7P
mgw	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_gallisepticum_WI01_2001.043-13-2P
mgac	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_gallisepticum_CA06_2006.052-5-2P
mgan	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_gallisepticum_NC08_2008.031-4-3P
mgnc	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_gallisepticum_NC96_1596-4-2P
mmy	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_mycoides_subsp._mycoides_SC_PG1
mmym	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_mycoides_subsp._mycoides_SC_Gladysdale
mml	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_mycoides_subsp._capri_LC_95010
mmo	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_mobile
mhy	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_hyopneumoniae_232
mhj	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_hyopneumoniae_J
mhp	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_hyopneumoniae_7448
mhn	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_hyopneumoniae_168
mhyl	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_hyopneumoniae_168-L
mhyo	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_hyopneumoniae_7422
msy	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_synoviae
mcp	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_capricolum
maa	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_agalactiae_PG2
mal	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_agalactiae_5632
mat	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_arthritidis
mco	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_conjunctivae
mho	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_hominis
mcd	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_crocodyli
mhr	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_hyorhinis_HUB-1
mhh	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_hyorhinis_GDL-1
mhm	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_hyorhinis_MCLD
mhs	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_hyorhinis_SK76
mfr	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_fermentans_JER
mfm	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_fermentans_M64
mfp	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_fermentans_PG18
mbv	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_bovis_PG45
mbh	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_bovis_Hubei-1
mbi	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_bovis_HB0801
mlc	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_leachii_PG50
mlh	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_leachii_99/014/6
mha	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_haemofelis_Langford_1
mhf	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_haemofelis_Ohio2
mss	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_suis_Illinois
msk	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_suis_KI3806
mpf	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_putrefaciens_KS1
mput	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_putrefaciens_Mput9231
mhe	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_haemocanis
mwe	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_wenyonii
mhl	Bacteria	Tenericutes	Mycoplasma	Candidatus_Mycoplasma_haemolamae
mcy	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_cynos
mhb	Bacteria	Tenericutes	Mycoplasma	Candidatus_Mycoplasma_haemominutum
mpv	Bacteria	Tenericutes	Mycoplasma	Mycoplasma_parvum
uur	Bacteria	Tenericutes	Ureaplasma	Ureaplasma_parvum_serovar_3_ATCC_700970
upa	Bacteria	Tenericutes	Ureaplasma	Ureaplasma_parvum_serovar_3_ATCC_27815
uue	Bacteria	Tenericutes	Ureaplasma	Ureaplasma_urealyticum_serovar_10_ATCC_33699
poy	Bacteria	Tenericutes	Phytoplasma	Onion_yellows_phytoplasma_OY-M
ayw	Bacteria	Tenericutes	Phytoplasma	Aster_yellows_witches'-broom_phytoplasma_AYWB
pml	Bacteria	Tenericutes	Phytoplasma	Candidatus_Phytoplasma_mali
pal	Bacteria	Tenericutes	Phytoplasma	Candidatus_Phytoplasma_australiense
nzs	Bacteria	Tenericutes	Phytoplasma	Phytoplasma_(CPA)_NZSb11
psol	Bacteria	Tenericutes	Phytoplasma	Candidatus_Phytoplasma_solani
acl	Bacteria	Tenericutes	Acholeplasma	Acholeplasma_laidlawii
mfl	Bacteria	Tenericutes	Mesoplasma	Mesoplasma_florum_L1
mfw	Bacteria	Tenericutes	Mesoplasma	Mesoplasma_florum_W37
scr	Bacteria	Tenericutes	Spiroplasma	Spiroplasma_chrysopicola
ssyr	Bacteria	Tenericutes	Spiroplasma	Spiroplasma_syrphidicola
sdi	Bacteria	Tenericutes	Spiroplasma	Spiroplasma_diminutum
stai	Bacteria	Tenericutes	Spiroplasma	Spiroplasma_taiwanense
mtu	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_H37Rv
mtv	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_H37Rv
mtc	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_CDC1551
mra	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_H37Ra
mtf	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_F11
mtb	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_KZN_1435
mtk	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_KZN_4207
mtz	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_KZN_605
mtg	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_RGTB327
mti	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_RGTB423
mte	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_CCDC5079
mtur	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_CCDC5079
mtl	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_CCDC5180
mto	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_CTRI-2
mtd	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_UT205
mtn	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_Erdman_=_ATCC_35801
mtj	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_Beijing/NITR203
mtub	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_7199-99
mtuc	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_CAS/NITR204
mtue	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_EAI5/NITR206
mtx	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_EAI5
mtuh	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_Haarlem/NITR202
mtul	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_tuberculosis_Haarlem
mbo	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_bovis_AF2122/97
mbb	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_bovis_BCG_Pasteur_1173P2
mbt	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_bovis_BCG_Tokyo_172
mbm	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_bovis_BCG_Mexico
mbk	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_bovis_BCG_Korea_1168P
maf	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_africanum
mce	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_canettii_CIPT_140010059
mcq	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_canettii_CIPT_140060008
mcv	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_canettii_CIPT_140070008
mcx	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_canettii_CIPT_140070010
mcz	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_canettii_CIPT_140070017
mle	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_leprae_TN
mlb	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_leprae_Br4923
mpa	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_avium_subsp._paratuberculosis_K-10
mao	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_avium_subsp._paratuberculosis_MAP4
mav	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_avium_104
mit	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_intracellulare_MOTT-02
mir	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_intracellulare_MOTT-64
mia	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_intracellulare_ATCC_13950
mid	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_indicus_pranii
myo	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_yongonense
msm	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_smegmatis_MC2_155
msg	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_smegmatis_MC2_155
msa	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_smegmatis_JS623
mul	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_ulcerans
mva	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_vanbaalenii
mgi	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_gilvum_PYR-GCK
msp	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_gilvum_Spyr1
mab	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_abscessus_ATCC_19977
mabb	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_abscessus_subsp._bolletii_50594
mmv	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_massiliense
mmc	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_sp._MCS
mkm	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_sp._KMS
mjl	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_sp._JLS
mjd	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_sp._JDM601
mmi	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_marinum_M
mrh	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_rhodesiae
mmm	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_sp._MOTT36Y
mcb	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_chubuense
mli	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_liflandii
mkn	Bacteria	Actinobacteria	Mycobacterium	Mycobacterium_kansasii
asd	Bacteria	Actinobacteria	Amycolicicoccus	Amycolicicoccus_subflavus
cgl	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_glutamicum_ATCC_13032_(Kyowa_Hakko)
cgb	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_glutamicum_ATCC_13032_(Bielefeld)
cgu	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_glutamicum_K051
cgt	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_glutamicum_R
cgs	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_glutamicum_SCgG1
cgg	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_glutamicum_SCgG2
cgm	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_glutamicum_MB001
cef	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_efficiens
cdi	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_NCTC_13129
cdp	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_241
cdh	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_INCA_402
cdt	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_HC01
cde	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_HC02
cdr	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_HC03
cda	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_HC04
cdz	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_31A
cdb	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_BH8
cds	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_C7
cdd	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_CDCE_8392
cdw	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_PW8
cdv	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_diphtheriae_VA01
cjk	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_jeikeium
cur	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_urealyticum_DSM_7109
cua	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_urealyticum_DSM_7111
car	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_aurimucosum
ckp	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_kroppenstedtii
cpu	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_pseudotuberculosis_FRC41
cpl	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_pseudotuberculosis_3/99-5
cpg	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_pseudotuberculosis_316
cpp	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_pseudotuberculosis_P54B96
cpk	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_pseudotuberculosis_1002
cpq	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_pseudotuberculosis_C231
cpx	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_pseudotuberculosis_I19
cpz	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_pseudotuberculosis_PAT10
cor	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_pseudotuberculosis_267
cop	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_pseudotuberculosis_31
cod	Bacteria	Actinobacteria	Corynebacterium	Corynebacterium_pseudotuberculosis_1/06-A
