compound_code	compound_name	cumulative_metabolite_score	consumption_score	production_score	percentile
C04646	6-Thioinosine-5'-monophosphate	9.30160756873	9.306	-1.0	80.0
C02218	Dehydroalanine	-9.40949986546	0.0	-9.409	80.0
C04051	5-Amino-4-imidazolecarboxyamide	-10.0143116888	0.0	-10.014	90.0
C01921	Glycocholate	9.21698419652	9.217	0.0	80.0
C00673	2-Deoxy-D-ribose_5-phosphate	10.2951544733	10.321	-4.523	90.0
C00674	5alpha-Androstane-3,17-dione	-6.87054468582	0.0	-6.871	60.0
C01250	N-Acetyl-L-glutamate_5-semialdehyde	-8.25002252984	3.0	-8.287	70.0
C06055	O-Phospho-4-hydroxy-L-threonine	-8.27556091743	2.17	-8.296	70.0
C00679	5-Dehydro-4-deoxy-D-glucarate	-1.585	0.0	-1.585	50.0
C01885	1-Acylglycerol	-3.90696250072	0.0	-3.907	50.0
C00106	Uracil	-6.66798459893	6.904	-7.791	60.0
C00366	Urate	-0.585	0.0	-0.585	50.0
C00104	IDP	10.0602561686	10.06	0.0	90.0
C00105	UMP	-5.6301606421	5.691	-6.661	60.0
C00103	D-Glucose_1-phosphate	10.1564649526	10.176	-3.938	90.0
C00100	Propanoyl-CoA	-12.1752792758	0.0	-12.175	90.0
C00101	Tetrahydrofolate	-4.19532324608	5.555	-6.03	50.0
C02352	1,4-beta-D-Xylan	7.07713376163	7.077	0.0	60.0
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	-7.74210925055	6.34	-8.205	70.0
C00108	Anthranilate	1.00389393582	4.956	-4.859	50.0
C00109	2-Oxobutanoate	10.3670797885	10.447	-6.236	90.0
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	7.83246299917	7.965	-4.459	70.0
C05764	Hexadecanoyl-[acp]	9.4157113953	9.433	-3.0	80.0
C06899	Chloral_hydrate	7.71434152332	7.714	0.0	70.0
C05761	Tetradecanoyl-[acp]	9.4157113953	9.433	-3.0	80.0
C05760	trans-Tetradec-2-enoyl-[acp]	7.20448803742	7.879	-6.459	60.0
C05763	trans-Hexadec-2-enoyl-[acp]	7.20448803742	7.879	-6.459	60.0
C05762	3-Oxohexadecanoyl-[acp]	9.19981321184	9.279	-5.054	80.0
C05600	2-Hydroxyhepta-2,4-dienedioate	2.585	2.585	0.0	50.0
C00361	dGDP	8.71870094652	8.81	-4.787	80.0
C05768	Coproporphyrinogen_I	-7.68611089761	0.0	-7.686	70.0
C00007	Oxygen	-5.807	0.0	-5.807	60.0
C00170	5'-Methylthioadenosine	4.29722915729	4.437	-1.0	50.0
C05830	8-Methoxykynurenate	-7.70028288533	0.0	-7.7	70.0
C02992	L-Threonyl-tRNA(Thr)	-10.667231047	0.0	-10.667	90.0
C00179	Agmatine	-9.31885212465	6.801	-9.551	80.0
C00178	Thymine	5.84505110754	5.845	0.0	60.0
C02995	Maltose_6'-phosphate	5.392	5.392	0.0	50.0
C16519	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	-7.65119349267	0.0	-7.651	70.0
C03090	5-Phosphoribosylamine	-8.24734794158	6.315	-8.583	70.0
C06194	2',3'-Cyclic_GMP	7.84564974158	7.846	0.0	70.0
C04260	O-D-Alanyl-poly(ribitol_phosphate)	-5.755	0.0	-5.755	60.0
C20248	7-Carboxy-7-carbaguanine	8.61880003351	8.619	0.0	70.0
C07086	Phenylacetic_acid	9.36239267642	9.422	-4.807	80.0
C00168	Hydroxypyruvate	0.193	0.193	0.0	50.0
C01077	O-Acetyl-L-homoserine	9.19982005449	9.2	0.0	80.0
C02972	Dihydrolipoylprotein	6.72812852695	8.504	-8.006	60.0
C01079	Protoporphyrinogen_IX	-9.48399884293	0.0	-9.484	80.0
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-1.95225159812	4.307	-4.565	50.0
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-4.87934870074	3.772	-5.429	50.0
C11437	1-Deoxy-D-xylulose_5-phosphate	-6.21235992125	2.97	-6.357	60.0
C11432	1-Phenanthrol	7.70028288533	7.7	0.0	70.0
C03227	3-Hydroxy-L-kynurenine	6.508	6.508	0.0	60.0
C01179	3-(4-Hydroxyphenyl)pyruvate	4.38241553951	4.522	-1.079	50.0
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	-7.98846031329	5.392	-8.209	70.0
C04824	Lipid_X	-5.80696555269	1.585	-5.882	60.0
C01170	UDP-N-acetyl-D-mannosamine	4.907	4.907	0.0	50.0
C04411	(2R,3S)-3-Isopropylmalate	-4.56086814091	4.24	-5.41	50.0
C01172	beta-D-Glucose_6-phosphate	8.97233434534	9.243	-6.693	80.0
C03393	4-Phospho-D-erythronate	8.4178727812	8.418	0.0	70.0
C01177	Inositol_1-phosphate	8.87649199074	8.876	0.0	80.0
C14145	(3S)-3-Hydroxyadipyl-CoA	10.9398405011	10.94	0.0	90.0
C00169	Carbamoyl_phosphate	-9.17318554751	4.147	-9.217	80.0
C18796	(2R)-2-Hydroxy-2-methylbutanenitrile	-11.4943443462	0.0	-11.494	90.0
C08334	Lotaustralin	11.4943443462	11.494	0.0	90.0
C03557	2-Aminoethylphosphonate	7.45157863591	7.452	0.0	60.0
C03410	N-Glycoloyl-neuraminate	9.46978394962	9.47	0.0	80.0
C03415	N2-Succinyl-L-ornithine	8.8673759706	8.867	0.0	80.0
C00670	sn-Glycero-3-phosphocholine	8.87050484245	8.871	0.0	80.0
C03892	Phosphatidylglycerophosphate	-8.11396042897	0.0	-8.114	70.0
C02412	Glycyl-tRNA(Gly)	-10.6361099059	0.0	-10.636	90.0
C00680	meso-2,6-Diaminoheptanedioate	5.5605334236	5.976	-3.976	50.0
C00683	(S)-Methylmalonyl-CoA	9.23246688934	9.232	0.0	80.0
C04287	3D-(3,5/4)-Trihydroxycyclohexane-1,2-dione	2.585	2.585	0.0	50.0
C02553	L-Seryl-tRNA(Ser)	-10.7263458205	0.0	-10.726	90.0
C00688	dTDP-4-dehydro-6-deoxy-beta-L-mannose	6.92290166246	7.251	-4.955	60.0
C05378	beta-D-Fructose_1,6-bisphosphate	11.0711774012	11.521	-9.62	90.0
C00448	trans,trans-Farnesyl_diphosphate	-5.27637760977	5.595	-6.444	50.0
C14765	13-OxoODE	-8.82011946233	0.0	-8.82	80.0
C20238	(2R)-Ethylmalonyl-CoA	-11.2097251998	0.0	-11.21	90.0
C20239	6-Carboxy-5,6,7,8-tetrahydropterin	-8.7847810492	1.0	-8.791	80.0
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	6.11024663644	6.168	-1.486	60.0
C00512	S-Benzoate_coenzyme_A	-5.169613692	0.0	-5.17	50.0
C00514	D-Mannonate	10.2529014155	10.253	0.0	90.0
C16220	3-Hydroxyoctadecanoyl-[acp]	-11.0413592327	3.322	-11.048	90.0
C16221	(2E)-Octadecenoyl-[acp]	9.4969269999	9.552	-4.807	80.0
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	-4.39255166281	5.17	-5.833	50.0
C01674	Chitobiose	9.00881892449	9.009	0.0	80.0
C00458	dCTP	-9.45643148838	6.164	-9.597	80.0
C00459	dTTP	-6.47699515861	8.629	-8.922	60.0
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	8.18244577115	8.207	-2.322	70.0
C13638	1-(4'-Hydroxyphenyl)ethanol	8.82011946233	8.82	0.0	80.0
C04349	(4S)-4,6-Dihydroxy-2,5-dioxohexanoate	-10.6648385304	0.0	-10.665	90.0
C04488	5-Methyl-5,6,7,8-tetrahydromethanopterin	-3.0	0.0	-3.0	50.0
C00455	Nicotinamide_D-ribonucleotide	5.83713301529	6.468	-4.97	60.0
C15973	Enzyme_N6-(dihydrolipoyl)lysine	10.6009225188	10.601	0.0	90.0
C15972	Enzyme_N6-(lipoyl)lysine	-10.4436078635	1.585	-10.447	90.0
C00330	Deoxyguanosine	9.20213868757	9.206	-0.585	80.0
C00333	D-Galacturonate	11.1674550707	11.167	0.0	90.0
C00332	Acetoacetyl-CoA	-4.27520156483	2.025	-4.55	50.0
C00334	4-Aminobutanoate	-6.34399089421	2.954	-6.475	60.0
C00337	(S)-Dihydroorotate	-7.07329929022	4.437	-7.288	60.0
C04121	CMP-3-deoxy-D-manno-octulosonate	-2.19777059678	5.053	-5.24	50.0
C04122	D-1-Aminopropan-2-ol_O-phosphate	2.32245034923	4.954	-4.7	50.0
C00270	N-Acetylneuraminate	9.15890073391	9.171	-2.322	80.0
C00350	Phosphatidylethanolamine	-7.979	0.0	-7.979	70.0
C16392	4-Hydroxylamino-2,6-dinitrotoluene	-2.322	0.0	-2.322	50.0
C19880	D-glycero-alpha-D-manno-Heptose_1-phosphate	-1.0	0.0	-1.0	50.0
C00636	D-Mannose_1-phosphate	-8.16156450028	3.095	-8.204	70.0
C00630	2-Methylpropanoyl-CoA	6.4430593135	6.443	0.0	60.0
C00631	2-Phospho-D-glycerate	-7.1256669109	3.464	-7.235	60.0
C02528	Chenodeoxycholate	-9.21698419652	0.0	-9.217	80.0
C05974	2-Acyl-sn-glycero-3-phosphoserine	-8.262	0.0	-8.262	70.0
C04046	3-D-Glucosyl-1,2-diacylglycerol	5.33375585917	5.334	0.0	50.0
C01594	Linamarin	11.4943443462	11.494	0.0	90.0
C05973	2-Acyl-sn-glycero-3-phosphoethanolamine	-8.262	0.0	-8.262	70.0
C01219	CDP-4-dehydro-6-deoxy-D-glucose	3.7	3.7	0.0	50.0
C00208	Maltose	-10.1283597992	7.066	-10.292	90.0
C00204	2-Dehydro-3-deoxy-D-gluconate	9.97935122548	10.003	-4.059	90.0
C01213	(R)-Methylmalonyl-CoA	11.8492981244	11.849	0.0	90.0
C01212	UDP-N-acetylmuramoyl-L-alanine	7.55048187275	7.899	-5.68	60.0
C07490	Trichloroethanol	-7.71434152332	0.0	-7.714	70.0
C01217	5,6,7,8-Tetrahydromethanopterin	3.0	3.0	0.0	50.0
C00025	L-Glutamate	6.59487211435	7.106	-5.362	60.0
C00024	Acetyl-CoA	9.93953609767	10.71	-9.437	90.0
C00148	L-Proline	8.41989135176	8.502	-4.322	70.0
C00149	(S)-Malate	-9.2508311285	5.184	-9.334	80.0
C00021	S-Adenosyl-L-homocysteine	-6.201940026	6.217	-7.21	60.0
C00020	AMP	-8.34338822898	4.874	-8.468	70.0
C00022	Pyruvate	8.39167240135	9.117	-7.777	70.0
C00143	5,10-Methylenetetrahydrofolate	-9.16794430488	2.745	-9.185	80.0
C00140	N-Acetyl-D-glucosamine	-3.21989905414	7.044	-7.143	50.0
C00141	3-Methyl-2-oxobutanoic_acid	-8.22666449555	2.3	-8.25	70.0
C00029	UDP-glucose	7.57230863239	8.909	-8.182	60.0
C00147	Adenine	-6.28100382045	5.06	-6.796	60.0
C00144	GMP	-9.37912731277	3.241	-9.399	80.0
C05984	2-Hydroxybutanoic_acid	10.1343589344	10.134	0.0	90.0
C05807	2-Polyprenylphenol	4.90655933774	4.907	0.0	50.0
C05729	R-S-Cysteinylglycine	11.0442068086	11.044	0.0	90.0
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-8.86899358798	0.0	-8.869	80.0
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier_protein]	-10.3229916927	2.954	-10.332	90.0
C02737	Phosphatidylserine	-5.80683501799	3.322	-6.044	60.0
C00099	beta-Alanine	7.8189994492	7.857	-2.585	70.0
C06319	Precorrin_6Y	6.37473187197	6.375	0.0	60.0
C02739	1-(5-Phospho-D-ribosyl)-ATP	-6.77391414737	3.169	-6.888	60.0
C05726	S-Substituted_L-cysteine	-11.0442068086	0.0	-11.044	90.0
C00700	XTP	10.1188959029	10.119	0.0	90.0
C01245	D-myo-Inositol_1,4,5-trisphosphate	-5.209	0.0	-5.209	50.0
C00705	dCDP	5.08345150119	5.709	-4.203	50.0
C06250	Holo-[carboxylase]	-9.01519275342	7.034	-9.341	80.0
C00641	1,2-Diacyl-sn-glycerol	2.18254265953	3.92	-3.406	50.0
C11433	1-Methoxyphenanthrene	-7.70028288533	0.0	-7.7	70.0
C02637	3-Dehydroshikimate	5.92898829165	6.731	-5.503	60.0
C03194	(R)-1-Aminopropan-2-ol	7.65128783868	7.651	0.0	70.0
C04419	Carboxybiotin-carboxyl-carrier_protein	8.11544127785	8.115	0.0	70.0
C01801	Deoxyribose	9.03648862176	9.036	0.0	80.0
C00314	Pyridoxine	8.55311421599	8.553	0.0	70.0
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	1.92596250072	1.926	0.0	50.0
C02938	3-Indoleacetonitrile	1.585	1.585	0.0	50.0
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	8.18496713691	8.262	-4.0	70.0
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	9.05008880977	9.066	-2.585	80.0
C00763	D-Proline	-1.0	0.0	-1.0	50.0
C01134	Pantetheine_4'-phosphate	7.55443163059	8.395	-7.216	60.0
C01137	S-Adenosylmethioninamine	4.32214559282	4.322	0.0	50.0
C00760	Cellulose	10.5273185263	10.597	-6.19	90.0
C01132	N-Acetyl-D-galactosamine	3.322	3.322	0.0	50.0
C06037	Digalactosyl-diacylglycerol	10.0519114252	10.052	0.0	90.0
C05651	5-Hydroxykynurenine	-4.322	0.0	-4.322	50.0
C03511	L-Phenylalanyl-tRNA(Phe)	-10.3138734385	0.0	-10.314	90.0
C03512	L-Tryptophanyl-tRNA(Trp)	-9.89916599293	0.0	-9.899	90.0
C12147	L-Threonine_O-3-phosphate	7.61454928336	7.615	0.0	70.0
C05659	5-Methoxytryptamine	-7.70028288533	0.0	-7.7	70.0
C03287	L-Glutamyl_5-phosphate	6.45975669623	6.966	-5.209	60.0
C06408	Precorrin_8X	-6.37473187197	0.0	-6.375	60.0
C02741	Phosphoribosyl-AMP	4.1293051923	4.129	0.0	50.0
C03125	L-Cysteinyl-tRNA(Cys)	-10.4084734055	0.0	-10.408	90.0
C03127	L-Isoleucyl-tRNA(Ile)	-10.259638302	0.0	-10.26	90.0
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	-10.0519114252	0.0	-10.052	90.0
C03691	CMP-N-glycoloylneuraminate	-9.46978394962	0.0	-9.47	80.0
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	-11.0413592327	3.322	-11.048	90.0
C20372	3-Ketoglutaryl-[acp]_methyl_ester	9.46229328212	9.542	-5.322	80.0
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	-11.0413592327	3.322	-11.048	90.0
C20376	3-Ketopimeloyl-[acp]_methyl_ester	9.46229328212	9.542	-5.322	80.0
C20375	Glutaryl-[acp]_methyl_ester	10.0339056315	10.041	-2.322	90.0
C20374	Enoylglutaryl-[acp]_methyl_ester	8.4593632415	9.437	-8.414	70.0
C05596	p-Hydroxyphenylacetylglycine	-5.169613692	0.0	-5.17	50.0
C20378	Enoylpimeloyl-[acp]_methyl_ester	8.4593632415	9.437	-8.414	70.0
C02376	5-Methylcytosine	1.585	1.585	0.0	50.0
C05400	Epimelibiose	10.0519114252	10.052	0.0	90.0
C19891	D-chiro-Inositol	3.7	3.7	0.0	50.0
C05401	3-beta-D-Galactosyl-sn-glycerol	10.0519114252	10.052	0.0	90.0
C04257	N-Acetyl-D-mannosamine_6-phosphate	8.27145311657	8.283	-1.322	70.0
C00966	2-Dehydropantoate	-8.5575761107	0.678	-8.564	80.0
C01355	Fructan	1.0	1.0	0.0	50.0
C19879	D-glycero-alpha-D-manno-Heptose_1,7-bisphosphate	-4.39241804603	1.0	-4.524	50.0
C01144	(S)-3-Hydroxybutanoyl-CoA	8.90845201082	8.933	-3.059	80.0
C11542	Cobalt-precorrin_6	-6.55424253282	0.0	-6.554	60.0
C00418	(R)-Mevalonate	0.415	0.415	0.0	50.0
C00473	Retinol	7.71434152332	7.714	0.0	70.0
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	5.10993046894	6.827	-6.304	50.0
C04919	2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine_1,4'-bisphosphate	-7.42572994324	4.524	-7.607	70.0
C00415	Dihydrofolate	5.56484920551	6.398	-5.21	50.0
C00416	Phosphatidate	8.14043916058	8.422	-5.929	70.0
C00410	Progesterone	6.87054468582	6.871	0.0	60.0
C01005	O-Phospho-L-serine	-9.95189666033	0.0	-9.952	90.0
C02888	Sorbose_1-phosphate	-8.82011946233	0.0	-8.82	80.0
C03460	2-Methylprop-2-enoyl-CoA	-6.4430593135	0.0	-6.443	60.0
C17949	N-Acetyldemethylphosphinothricin	-6.33964344955	0.0	-6.34	60.0
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	7.06647730398	7.96	-6.846	60.0
C11949	3-Isopropylbut-3-enoyl-CoA	-5.169613692	0.0	-5.17	50.0
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	6.87455373536	6.899	-1.0	60.0
C01798	D-Glucoside	11.4943443462	11.494	0.0	90.0
C19972	2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose	4.8074873422	4.807	0.0	50.0
C10700	4'-Hydroxyacetophenone	-8.82011946233	0.0	-8.82	80.0
C00519	Hypotaurine	-6.47543788333	0.0	-6.475	60.0
C04006	1D-myo-Inositol_3-phosphate	-11.4634542153	8.175	-11.604	90.0
C02565	N-Methylhydantoin	-1.585	0.0	-1.585	50.0
C11355	4-Amino-4-deoxychorismate	3.0	3.0	0.0	50.0
C02686	Galactosylceramide	-9.36775534539	0.0	-9.368	80.0
C00243	Lactose	12.1544994699	12.154	0.0	90.0
C00242	Guanine	-8.80234896565	2.751	-8.824	80.0
C00245	Taurine	-8.85382827036	1.585	-8.863	80.0
C00249	Hexadecanoic_acid	11.0711011566	11.071	0.0	90.0
C00624	N-Acetyl-L-glutamate	8.55826371008	8.585	-2.807	70.0
C18174	Carboxynorspermidine	9.11892632018	9.119	0.0	80.0
C16586	2-Phenyl-1,3-propanediol_monocarbamate	7.71434152332	7.714	0.0	70.0
C00568	4-Aminobenzoate	8.65106057611	8.651	0.0	70.0
C04732	5-Amino-6-(1-D-ribitylamino)uracil	-7.01093446705	5.907	-7.562	60.0
C01099	L-Fuculose_1-phosphate	8.2283395747	8.317	-4.248	70.0
C01097	D-Tagatose_6-phosphate	12.1019288936	12.102	0.0	90.0
C00561	Mandelonitrile	-11.4943443462	0.0	-11.494	90.0
C01094	D-Fructose_1-phosphate	12.3810830759	12.381	0.0	90.0
C01721	L-Fuculose	-9.91288422448	0.0	-9.913	90.0
C01092	8-Amino-7-oxononanoate	8.47932050594	8.585	-4.755	70.0
C00068	Thiamin_diphosphate	-7.18896943748	5.784	-7.651	60.0
C00342	Thioredoxin	8.27452077939	9.147	-8.008	70.0
C00343	Thioredoxin_disulfide	-8.27465733534	8.016	-9.151	70.0
C00344	Phosphatidylglycerol	8.93037800998	8.93	0.0	80.0
C00345	6-Phospho-D-gluconate	-8.47196287239	0.0	-8.472	80.0
C05684	Selenite	10.2469055013	10.247	0.0	90.0
C00061	FMN	-1.807	0.0	-1.807	50.0
C00060	Carboxylate	-1.585	0.0	-1.585	50.0
C05688	L-Selenocysteine	9.02787983139	9.028	0.0	80.0
C05689	Se-Methyl-L-selenocysteine	9.02234154721	9.022	0.0	80.0
C00065	L-Serine	-8.46631636362	5.261	-8.615	80.0
C00064	L-Glutamine	-9.09170170894	2.563	-9.107	80.0
C00067	Formaldehyde	-5.807	0.0	-5.807	60.0
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	8.69666954972	9.459	-8.175	80.0
C16633	5-Fluorouridine	9.88119422468	9.881	0.0	90.0
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	8.70434408111	8.721	-2.278	80.0
C16635	5'-Deoxy-5-fluorocytidine	9.54110075939	9.541	0.0	80.0
C16634	5-Fluorouridine_monophosphate	-10.7099798449	0.0	-10.71	90.0
C19673	Malonyl-[acp]_methyl_ester	10.6594707067	10.659	0.0	90.0
C02191	Protoporphyrin	3.17	3.17	0.0	50.0
C00233	4-Methyl-2-oxopentanoate	8.15736843551	8.204	-3.245	70.0
C00741	Diacetyl	-8.071	0.0	-8.071	70.0
C04079	N-((R)-Pantothenoyl)-L-cysteine	9.3211705956	9.321	0.0	80.0
C05392	Oligouronide_with_4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl_group	-6.476	0.0	-6.476	60.0
C00669	gamma-L-Glutamyl-L-cysteine	-5.45915138329	0.0	-5.459	50.0
C00668	alpha-D-Glucose_6-phosphate	-8.95261754454	9.021	-9.987	80.0
C01268	5-Amino-6-(5'-phosphoribosylamino)uracil	-7.295	0.0	-7.295	60.0
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	-5.7810684246	2.701	-5.942	60.0
C00663	beta-D-Glucose_1-phosphate	-5.95461019114	4.322	-6.358	60.0
C02163	L-Arginyl-tRNA(Arg)	-9.86755807731	0.0	-9.868	90.0
C00988	2-Phosphoglycolate	9.49756065083	9.498	0.0	80.0
C00114	Choline	-8.87050484245	0.0	-8.871	80.0
C00117	D-Ribose_5-phosphate	-11.0310054491	5.965	-11.073	90.0
C00116	Glycerol	-7.87283505362	7.096	-8.536	70.0
C00111	Glycerone_phosphate	-8.95218322967	7.842	-9.501	80.0
C02380	6-Mercaptopurine	10.0307589137	10.031	0.0	90.0
C00112	CDP	-9.57267827897	0.0	-9.573	80.0
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-8.60254553285	2.531	-8.624	80.0
C00118	D-Glyceraldehyde_3-phosphate	-8.02101846807	9.554	-9.982	70.0
C03492	D-4'-Phosphopantothenate	-4.78162158952	6.539	-6.913	50.0
C00231	D-Xylulose_5-phosphate	-10.2057325822	3.611	-10.221	90.0
C05772	Precorrin_3A	-3.0	0.0	-3.0	50.0
C00232	Succinate_semialdehyde	-1.322	0.0	-1.322	50.0
C05750	3-Oxooctanoyl-[acp]	9.19981321184	9.279	-5.054	80.0
C05751	trans-Oct-2-enoyl-[acp]	7.20448803742	7.879	-6.459	60.0
C05752	Octanoyl-[acp]	9.2030880259	9.223	-3.0	80.0
C05753	3-Oxodecanoyl-[acp]	9.19981321184	9.279	-5.054	80.0
C05754	trans-Dec-2-enoyl-[acp]	7.20448803742	7.879	-6.459	60.0
C05755	Decanoyl-[acp]	9.4157113953	9.433	-3.0	80.0
C05756	3-Oxododecanoyl-[acp]	9.46229328212	9.542	-5.322	80.0
C05757	(R)-3-Hydroxydodecanoyl-[acp]	-10.585174797	3.322	-10.595	90.0
C05758	trans-Dodec-2-enoyl-[acp]	7.20448803742	7.879	-6.459	60.0
C05759	3-Oxotetradecanoyl-[acp]	9.46229328212	9.542	-5.322	80.0
C05813	2-Octaprenyl-6-methoxy-1,4-benzoquinone	9.13211413079	9.132	0.0	80.0
C18172	Carboxyspermidine	9.11892632018	9.119	0.0	80.0
C05811	2-Octaprenyl-6-hydroxyphenol	-4.90655933774	0.0	-4.907	50.0
C05810	2-Octaprenylphenol	4.90655933774	4.907	0.0	50.0
C01613	Stachyose	9.9401381895	9.94	0.0	90.0
C00188	L-Threonine	8.00712957273	8.201	-5.212	70.0
C05814	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	-9.13211413079	0.0	-9.132	80.0
C02702	L-Prolyl-tRNA(Pro)	-10.2774687294	0.0	-10.277	90.0
C03793	N6,N6,N6-Trimethyl-L-lysine	-7.977	0.0	-7.977	70.0
C00184	Glycerone	-5.73187130377	5.92	-6.829	60.0
C05818	2-Demethylmenaquinone	3.17582210352	6.701	-6.569	50.0
C00183	L-Valine	5.8233165065	7.075	-6.289	60.0
C03794	N6-(1,2-Dicarboxyethyl)-AMP	-6.69096970108	1.222	-6.723	60.0
C00181	D-Xylose	11.6135139286	11.671	-7.0	90.0
C00159	D-Mannose	-7.49485061783	9.307	-9.668	70.0
C16551	Alcophosphamide	-7.71434152332	0.0	-7.714	70.0
C00011	CO2	11.106945817	11.107	0.0	90.0
C06548	Ethylene_oxide	8.82011946233	8.82	0.0	80.0
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	-4.62207930888	4.392	-5.512	50.0
C05338	4-Hydroxyphenylacetyl-CoA	5.169613692	5.17	0.0	50.0
C00689	alpha,alpha'-Trehalose_6-phosphate	-5.833	0.0	-5.833	60.0
C01165	L-Glutamate_5-semialdehyde	-1.0	0.0	-1.0	50.0
C13952	UDP-N-acetyl-D-galactosaminuronic_acid	-8.14960388362	0.0	-8.15	70.0
C16587	3-Carbamoyl-2-phenylpropionaldehyde	-7.71434152332	0.0	-7.714	70.0
C00842	dTDP-glucose	6.88205692455	7.679	-6.443	60.0
C02442	N-Methyltyramine	7.70028288533	7.7	0.0	70.0
C05980	Cardiolipin	-9.33747772521	0.0	-9.337	80.0
C06142	1-Butanol	-8.82011946233	0.0	-8.82	80.0
C02291	L-Cystathionine	10.2102866789	10.21	0.0	90.0
C09815	Benzamide	4.807	4.807	0.0	50.0
C00018	Pyridoxal_phosphate	-8.45362897588	0.0	-8.454	80.0
C01487	D-Allose	1.0	1.0	0.0	50.0
C16688	Sucrose_6-phosphate	7.74149225725	7.883	-4.459	70.0
C05823	3-Mercaptolactate	-10.1343589344	0.0	-10.134	90.0
C00160	Glycolate	-7.6819335299	7.315	-8.51	70.0
C02554	L-Valyl-tRNA(Val)	-10.2386697826	0.0	-10.239	90.0
C00153	Nicotinamide	-9.90717144313	0.0	-9.907	90.0
C06715	3-Oxopimeloyl-CoA	5.169613692	5.17	0.0	50.0
C05539	N-Acetyl-L-2-amino-6-oxopimelate	-3.273	0.0	-3.273	50.0
C03078	4-Guanidinobutanamide	4.807	4.807	0.0	50.0
C19845	Pimelyl-[acyl-carrier_protein]	8.18509294306	8.185	0.0	70.0
C16468	(2E)-5-Methylhexa-2,4-dienoyl-CoA	-10.244	0.0	-10.244	90.0
C09306	Sulfur_dioxide	-6.492	0.0	-6.492	60.0
C16237	Protein_N6-(lipoyl)lysine	-7.45094213025	6.303	-7.988	70.0
C01290	beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	12.1933448063	12.193	0.0	90.0
C00931	Porphobilinogen	-3.322	0.0	-3.322	50.0
C01096	Sorbitol_6-phosphate	8.44691998012	8.751	-6.358	70.0
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	8.39683043674	8.397	0.0	70.0
C16239	Lipoyl-[acp]	-6.14941356263	0.0	-6.149	60.0
C18239	Precursor_Z	-4.615	0.0	-4.615	50.0
C00446	alpha-D-Galactose_1-phosphate	-4.21727589558	3.322	-4.838	50.0
C00445	5,10-Methenyltetrahydrofolate	7.87885872871	7.917	-2.644	70.0
C01762	Xanthosine	10.2835540073	10.284	0.0	90.0
C12632	Luteolin_7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]	-5.32161854643	0.0	-5.322	50.0
C00441	L-Aspartate_4-semialdehyde	8.21612417491	8.398	-5.317	70.0
C00440	5-Methyltetrahydrofolate	7.17889332718	7.253	-2.939	60.0
C01768	(Alginate)n	6.476	6.476	0.0	60.0
C00526	Deoxyuridine	8.60578272411	8.863	-6.246	70.0
C00527	Glutaryl-CoA	-5.23492045114	0.0	-5.235	50.0
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	7.09850824246	7.88	-6.622	60.0
C00522	(R)-Pantoate	8.60671611784	8.615	-1.138	70.0
