compound_code	compound_name	cumulative_metabolite_score	consumption_score	production_score	percentile
C00095	D-Fructose	8.32810752093	9.373	-8.416	70.0
C00096	GDP-mannose	11.3996021578	11.4	0.0	90.0
C00097	L-Cysteine	-11.1455863436	2.679	-11.15	90.0
C14099	2-Naphthaldehyde	-12.218655704	0.0	-12.219	90.0
C05729	R-S-Cysteinylglycine	10.2820760636	10.282	0.0	90.0
C15547	1,4-Dihydroxy-2-naphthoyl-CoA	-9.16753466395	0.0	-9.168	80.0
C14090	1-Naphthaldehyde	-12.218655704	0.0	-12.219	90.0
C05814	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	-8.63624486551	0.0	-8.636	70.0
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	-6.99906482325	8.966	-9.295	60.0
C16153	UDP-L-Ara4N	1.0	1.0	0.0	50.0
C06196	2'-Deoxyinosine_5'-phosphate	-10.953887734	0.0	-10.954	90.0
C04732	5-Amino-6-(1-D-ribitylamino)uracil	5.20910185896	5.209	0.0	60.0
C11945	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	1.585	1.585	0.0	50.0
C11946	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	1.585	1.585	0.0	50.0
C11947	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA	-1.585	0.0	-1.585	50.0
C11948	2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA	7.864	7.864	0.0	70.0
C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	-8.94575067179	0.0	-8.946	80.0
C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone	8.63624486551	8.636	0.0	70.0
C17561	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone	-8.63624486551	0.0	-8.636	70.0
C06199	Hordenine	-3.585	0.0	-3.585	60.0
C00828	Menaquinone	-8.63624486551	0.0	-8.636	70.0
C00575	3',5'-Cyclic_AMP	-1.585	0.0	-1.585	50.0
C05818	2-Demethylmenaquinone	-6.8078575478	8.488	-8.88	60.0
C07118	Benzoyl_acetyl-CoA	7.864	7.864	0.0	70.0
C03069	3-Methylcrotonyl-CoA	-1.585	0.0	-1.585	50.0
C05686	Adenylylselenate	-7.41754292369	0.0	-7.418	70.0
C14762	13(S)-HODE	9.51	9.51	0.0	80.0
C00979	O-Acetyl-L-serine	11.7532942527	11.754	-0.918	90.0
C14765	13-OxoODE	-9.51	0.0	-9.51	80.0
C00166	Phenylpyruvate	7.12158987737	7.135	-0.379	60.0
C00167	UDP-glucuronate	-6.91935675527	1.0	-6.943	60.0
C02988	L-Histidyl-tRNA(His)	-8.21390306752	0.0	-8.214	70.0
C00180	Benzoate	-7.55838923063	0.0	-7.558	70.0
C00163	Propanoate	9.74891301913	9.908	-6.644	80.0
C02984	L-Aspartyl-tRNA(Asp)	-10.7081700232	0.0	-10.708	90.0
C03267	beta-D-Fructose_2-phosphate	1.0	1.0	0.0	50.0
C00156	4-Hydroxybenzoate	1.222	1.222	0.0	50.0
C02987	L-Glutamyl-tRNA(Glu)	-9.73918534863	1.0	-9.743	80.0
C00168	Hydroxypyruvate	1.0	1.0	0.0	50.0
C00169	Carbamoyl_phosphate	-8.8523320785	0.0	-8.852	80.0
C02047	L-Leucyl-tRNA	-10.2664319114	0.0	-10.266	90.0
C06567	Penicilloic_acid	-8.224	0.0	-8.224	70.0
C03082	4-Phospho-L-aspartate	5.46042031653	6.057	-4.495	60.0
C04377	5,10-Methylenetetrahydromethanopterin	-11.1263342201	0.0	-11.126	90.0
C04376	5'-Phosphoribosyl-N-formylglycinamide	9.91482659003	9.915	0.0	80.0
C20258	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	6.69016903987	6.731	-1.585	60.0
C00861	L-Rhamnulose	9.05759515879	9.063	-1.0	80.0
C01063	6-Carboxyhexanoyl-CoA	9.87162751056	9.872	0.0	80.0
C02962	D-Allose_6-phosphate	10.7137191447	10.714	0.0	90.0
C00864	Pantothenate	8.24820757552	8.362	-4.644	70.0
C04216	all-trans-Heptaprenyl_diphosphate	-9.405	0.0	-9.405	80.0
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate	-9.42881960186	1.0	-9.433	80.0
C01380	Ethylene_glycol	6.35762215599	6.358	0.0	60.0
C00906	5,6-Dihydrothymine	1.585	1.585	0.0	50.0
C01419	Cys-Gly	10.2820760636	10.282	0.0	90.0
C03360	4-Nitrophenyl_phosphate	10.1462086407	10.146	0.0	90.0
C12214	Aminofructose_6-phosphate	10.255	10.255	0.0	90.0
C04932	Lipid_A_disaccharide	5.99990487069	6.066	-1.585	60.0
C01146	2-Hydroxy-3-oxopropanoate	-0.531	0.0	-0.531	50.0
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate	7.67528402854	7.687	-0.737	70.0
C01143	(R)-5-Diphosphomevalonate	5.82	5.82	0.0	60.0
C06548	Ethylene_oxide	9.51	9.51	0.0	80.0
C19879	D-glycero-alpha-D-manno-Heptose_1,7-bisphosphate	1.0	1.0	0.0	50.0
C06041	Glycerophosphoglycoglycerolipid	-1.585	0.0	-1.585	50.0
C06040	Diglucosyl-diacylglycerol	-11.2892716268	1.585	-11.291	90.0
C08325	Amygdalin	11.916	11.916	0.0	90.0
C03402	L-Asparaginyl-tRNA(Asn)	-11.3247036343	0.0	-11.325	90.0
C17962	Demethylphosphinothricin	8.19	8.19	0.0	70.0
C03406	N-(L-Arginino)succinate	6.6719375159	7.451	-6.19	60.0
C05512	Deoxyinosine	7.71230676076	7.726	-1.0	70.0
C07645	Aldophosphamide	12.2710503857	12.271	0.0	90.0
C07648	Thioguanine	10.4512711325	10.451	0.0	90.0
C07649	5-FU	7.8075647145	7.808	0.0	70.0
C01962	Thiocysteine	-9.55785811653	0.0	-9.558	80.0
C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	7.94229638053	8.651	-7.286	70.0
C02463	Precorrin_2	-0.585	0.0	-0.585	50.0
C05269	3-Oxohexanoyl-CoA	0.585	0.585	0.0	50.0
C00695	Cholic_acid	-10.2121413052	0.0	-10.212	90.0
C05264	(S)-Hydroxydecanoyl-CoA	1.585	1.585	0.0	50.0
C03232	3-Phosphonooxypyruvate	9.06222260433	9.068	-1.0	80.0
C18096	D-Allulose_6-phosphate	-10.7137191447	0.0	-10.714	90.0
C00269	CDP-diacylglycerol	-9.62091137594	0.0	-9.621	80.0
C00506	L-Cysteate	7.459	7.459	0.0	70.0
C00507	L-Rhamnose	7.14980559408	7.15	0.0	60.0
C18259	1-Methoxypyrene	-3.585	0.0	-3.585	60.0
C00263	L-Homoserine	-6.21769468539	3.653	-6.443	60.0
C00262	Hypoxanthine	-8.9870599025	0.0	-8.987	80.0
C16217	3-Hydroxyoctadecanoyl-CoA	-11.0585948219	0.0	-11.059	90.0
C16216	3-Oxostearoyl-CoA	11.0585948219	11.059	0.0	90.0
C00267	alpha-D-Glucose	9.8721898355	9.872	0.0	80.0
C00266	Glycolaldehyde	-7.99435981177	0.0	-7.994	70.0
C04494	Guanosine_3'-diphosphate_5'-triphosphate	-8.21180584294	2.322	-8.236	70.0
C00402	D-Aspartate	-9.187	0.0	-9.187	80.0
C00464	Mannan	-11.291	0.0	-11.291	90.0
C00460	dUTP	7.9204053338	9.223	-8.473	70.0
C00463	Indole	4.59745341459	4.766	-1.585	60.0
C02814	Benzene-1,2,4-triol	-1.585	0.0	-1.585	50.0
C00286	dGTP	-11.5755942802	4.09	-11.584	90.0
C00280	Androstenedione	8.093	8.093	0.0	70.0
C00283	Hydrogen_sulfide	12.191223459	12.191	0.0	90.0
C01152	N(pi)-Methyl-L-histidine	-3.585	0.0	-3.585	60.0
C00288	HCO3-	8.75328819102	9.054	-6.644	70.0
C18305	2-Chloro-5-methylmaleylacetate	-1.585	0.0	-1.585	50.0
C18304	2-Chloro-5-methyl-cis-dienelactone	1.585	1.585	0.0	50.0
C05427	Phytyl_diphosphate	8.99756924054	8.998	0.0	80.0
C05688	L-Selenocysteine	10.2019502141	10.202	0.0	90.0
C04431	cis-4-Carboxymethylenebut-2-en-4-olide	1.585	1.585	0.0	50.0
C04691	2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	8.409	8.409	0.0	70.0
C01563	Carbamate	-1.0	0.0	-1.0	50.0
C04051	5-Amino-4-imidazolecarboxyamide	-10.7223806098	0.0	-10.722	90.0
C04052	5-Carboxy-2-oxohept-3-enedioate	1.0	1.0	0.0	50.0
C04053	5-Dehydro-4-deoxy-D-glucuronate	9.963	9.963	0.0	80.0
C05947	L-erythro-4-Hydroxyglutamate	6.539	6.539	0.0	60.0
C00270	N-Acetylneuraminate	8.79432316365	8.794	0.0	70.0
C00672	2-Deoxy-D-ribose_1-phosphate	-7.97186218734	1.585	-7.989	70.0
C01209	Malonyl-[acyl-carrier_protein]	9.43977458162	9.44	0.0	80.0
C00219	Arachidonate	1.0	1.0	0.0	50.0
C02492	1,4-beta-D-Mannan	-11.291	0.0	-11.291	90.0
C00217	D-Glutamate	-8.02758164545	0.415	-8.035	70.0
C00214	Thymidine	-9.81902574261	0.0	-9.819	80.0
C01168	Pseudouridine_5'-phosphate	-8.99325283157	0.0	-8.993	80.0
C00212	Adenosine	8.86182155263	8.866	-0.415	80.0
C13309	2-Phytyl-1,4-naphthoquinone	8.16821379407	8.168	0.0	70.0
C00606	3-Sulfino-L-alanine	-8.445	0.0	-8.445	70.0
C05840	Iminoaspartate	7.216	7.216	0.0	60.0
C05841	Nicotinate_D-ribonucleoside	9.63134955005	9.636	-1.222	80.0
C11907	4,6-Dideoxy-4-oxo-dTDP-D-glucose	-0.00812612588891	4.392	-4.322	50.0
C00032	Heme	-8.24351075913	1.0	-8.253	70.0
C00033	Acetate	-4.40729972252	9.992	-10.022	60.0
C00031	D-Glucose	3.80244866998	8.855	-8.811	50.0
C00137	myo-Inositol	-10.2859612425	0.0	-10.286	90.0
C00136	Butanoyl-CoA	-12.090489477	0.0	-12.09	90.0
C00135	L-Histidine	6.14933928968	6.754	-5.209	60.0
C00134	Putrescine	-6.71822551825	8.14	-8.598	60.0
C00133	D-Alanine	11.5387082799	11.634	-7.672	90.0
C00131	dATP	9.95107965898	9.955	-1.248	80.0
C00130	IMP	-8.53937129712	0.503	-8.545	70.0
C02262	D-Galactosamine	1.0	1.0	0.0	50.0
C03221	2-trans-Dodecenoyl-CoA	-0.848	0.0	-0.848	50.0
C18026	(2S)-Ethylmalonyl-CoA	9.379	9.379	0.0	80.0
C19880	D-glycero-alpha-D-manno-Heptose_1-phosphate	-1.0	0.0	-1.0	50.0
C00043	UDP-N-acetyl-alpha-D-glucosamine	8.24295071851	8.254	-1.222	70.0
C00042	Succinate	10.1601083806	10.16	0.0	90.0
C00041	L-Alanine	0.849201835337	7.609	-7.613	50.0
C00040	Acyl-CoA	8.97569003141	8.976	0.0	80.0
C00047	L-Lysine	8.6365300613	8.637	0.0	70.0
C00046	RNA	-10.9369399603	3.322	-10.944	90.0
C05280	cis,cis-3,6-Dodecadienoyl-CoA	2.0	2.0	0.0	50.0
C00044	GTP	-10.9620864441	1.17	-10.964	90.0
C00793	D-Cysteine	1.0	1.0	0.0	50.0
C00049	L-Aspartate	6.77403932497	6.807	-1.347	60.0
C00048	Glyoxylate	-6.26422993237	7.153	-7.776	60.0
C02642	3-Ureidopropionate	-1.585	0.0	-1.585	50.0
C06481	L-Seryl-tRNA(Sec)	-10.5820691324	1.0	-10.584	90.0
C20440	alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate	7.2	7.2	0.0	60.0
C06482	L-Selenocysteinyl-tRNA(Sec)	-1.0	0.0	-1.0	50.0
C14899	3-Dehydro-L-gulonate_6-phosphate	-8.22368468822	0.0	-8.224	70.0
C04236	(2S)-2-Isopropyl-3-oxosuccinate	-9.674	0.0	-9.674	80.0
C04230	1-Acyl-sn-glycero-3-phosphocholine	-1.0	0.0	-1.0	50.0
C04233	2-Acyl-sn-glycero-3-phosphocholine	-1.0	0.0	-1.0	50.0
C01101	L-Ribulose_5-phosphate	10.7143222006	10.716	-0.918	90.0
C01100	L-Histidinol_phosphate	-9.351	0.0	-9.351	80.0
C01103	Orotidine_5'-phosphate	3.41326953983	5.866	-5.575	50.0
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate	-0.341	0.0	-0.341	50.0
C01107	(R)-5-Phosphomevalonate	-1.737	0.0	-1.737	60.0
C02888	Sorbose_1-phosphate	-9.51	0.0	-9.51	80.0
C05125	2-(alpha-Hydroxyethyl)thiamine_diphosphate	8.761	8.761	0.0	70.0
C05122	Taurocholate	10.2121413052	10.212	0.0	90.0
C03681	5alpha-Pregnane-3,20-dione	-8.093	0.0	-8.093	70.0
C03684	6-Pyruvoyltetrahydropterin	-7.516	0.0	-7.516	70.0
C06001	(S)-3-Hydroxyisobutyrate	1.585	1.585	0.0	50.0
C06000	(S)-3-Hydroxyisobutyryl-CoA	-1.585	0.0	-1.585	50.0
C06002	(S)-Methylmalonate_semialdehyde	-1.379	0.0	-1.379	50.0
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	-9.42881960186	1.0	-9.433	80.0
C06006	(S)-2-Aceto-2-hydroxybutanoate	9.88099626445	10.21	-7.916	80.0
C07090	Protoanemonin	1.585	1.585	0.0	50.0
C00227	Acetyl_phosphate	-9.46275255469	0.158	-9.465	80.0
C16565	Aminopropylcadaverine	-1.0	0.0	-1.0	50.0
C00191	D-Glucuronate	8.09919532473	8.099	0.0	70.0
C16255	[Dihydrolipoyllysine-residue_acetyltransferase]_S-acetyldihydrolipoyllysine	-11.089	0.0	-11.089	90.0
C16254	[Dihydrolipoyllysine-residue_succinyltransferase]_S-succinyldihydrolipoyllysine	-2.58496250072	0.0	-2.585	60.0
C18215	Bis(4-hydroxyphenyl)methanol	-1.585	0.0	-1.585	50.0
C04302	N-(5-Phospho-D-ribosyl)anthranilate	8.7957210392	8.808	-1.874	70.0
C05345	beta-D-Fructose_6-phosphate	10.8329468758	10.834	-0.918	90.0
C00222	3-Oxopropanoate	0.233	0.233	0.0	50.0
C00424	(S)-Lactaldehyde	-5.39817650244	0.0	-5.398	60.0
C04642	2-Hydroxy-5-carboxymethylmuconate_semialdehyde	-1.0	0.0	-1.0	50.0
C00429	5,6-Dihydrouracil	1.585	1.585	0.0	50.0
C01037	7,8-Diaminononanoate	-8.359	0.0	-8.359	70.0
C00817	D-Altronate	-6.56636199653	0.0	-6.566	60.0
C03451	(R)-S-Lactoylglutathione	9.04447482322	9.044	0.0	80.0
C01672	Cadaverine	0.322	0.322	0.0	50.0
C00036	Oxaloacetate	10.0495812368	10.05	0.0	80.0
C00387	Guanosine	9.30189961851	9.307	-1.28	80.0
C05466	Glycochenodeoxycholate	10.2121413052	10.212	0.0	90.0
C05465	Taurochenodeoxycholate	10.2121413052	10.212	0.0	90.0
C15809	Iminoglycine	5.392	5.392	0.0	60.0
C03859	D-Glucosyllipopolysaccharide	-1.0	0.0	-1.0	50.0
C00035	GDP	-9.243091336	7.226	-9.562	80.0
C03917	Dihydrotestosterone	-8.093	0.0	-8.093	70.0
C02693	(Indol-3-yl)acetamide	8.539	8.539	0.0	70.0
C00253	Nicotinate	-9.83480493354	0.0	-9.835	80.0
C00250	Pyridoxal	12.0838270323	12.084	0.0	90.0
C00251	Chorismate	-8.07295733568	0.0	-8.073	70.0
C00256	(R)-Lactate	9.53096282739	9.531	0.0	80.0
C00257	D-Gluconic_acid	1.652	1.652	0.0	50.0
C00254	Prephenate	2.818	2.818	0.0	50.0
C00255	Riboflavin	5.08883954522	7.593	-7.313	60.0
C05336	Selenomethionyl-tRNA(Met)	-10.0238533798	0.0	-10.024	90.0
C00392	Mannitol	8.06580886289	8.066	0.0	70.0
C00258	D-Glycerate	7.03357575682	7.05	-0.585	60.0
C00259	L-Arabinose	7.18055157278	8.504	-7.768	60.0
C16596	5-Phenyl-1,3-oxazinane-2,4-dione	-12.2710503857	0.0	-12.271	90.0
C00395	Penicillin	8.23361801369	8.234	0.0	70.0
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	12.2710503857	12.271	0.0	90.0
C01081	Thiamin_monophosphate	6.977	6.977	0.0	60.0
C01083	alpha,alpha-Trehalose	10.6577871454	10.658	0.0	90.0
C00559	Deoxyadenosine	-5.6797301749	7.338	-7.735	60.0
C00491	L-Cystine	9.55785811653	9.558	0.0	80.0
C00492	Raffinose	-6.88232593615	0.0	-6.882	60.0
C00493	Shikimate	-3.127	0.0	-3.127	60.0
C16387	(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA	1.585	1.585	0.0	50.0
C00886	L-Alanyl-tRNA	-9.86703613513	0.0	-9.867	80.0
C00885	Isochorismate	5.248	5.248	0.0	60.0
C00498	ADP-glucose	-9.80448737888	8.414	-10.271	80.0
C00882	Dephospho-CoA	-8.35296252837	0.0	-8.353	70.0
C00881	Deoxycytidine	7.24498301292	7.267	-1.222	60.0
C13634	2,3-Bis(4-hydroxyphenyl)-1,2-propanediol	-1.585	0.0	-1.585	50.0
C00078	L-Tryptophan	-3.83183382	7.823	-7.911	60.0
C00376	Retinal	-12.2710503857	0.0	-12.271	90.0
C00072	Ascorbate	9.04621034893	9.046	0.0	80.0
C00073	L-Methionine	-7.80061010305	0.0	-7.801	70.0
C00071	Aldehyde	-11.4913446855	0.0	-11.491	90.0
C00077	L-Ornithine	-9.75616830361	0.0	-9.756	80.0
C00074	Phosphoenolpyruvate	-11.6059470716	0.0	-11.606	90.0
C00075	UTP	10.8273898744	10.827	0.0	90.0
C18243	2,3,5-Trichloromaleylacetate	-1.585	0.0	-1.585	50.0
C05172	Selenophosphoric_acid	1.0	1.0	0.0	50.0
C06397	ADP-D-glycero-beta-D-manno-heptose	0.737	0.737	0.0	50.0
C16186	L-Ascorbate_6-phosphate	7.57191453967	7.587	-1.0	70.0
C13631	2,2-Bis(4-hydroxyphenyl)-1-propanol	1.585	1.585	0.0	50.0
C00086	Urea	-9.32	0.0	-9.32	80.0
C00085	D-Fructose_6-phosphate	9.57871729463	9.579	0.0	80.0
C00084	Acetaldehyde	-11.2120342192	2.663	-11.216	90.0
C00083	Malonyl-CoA	-8.4000704911	0.0	-8.4	70.0
C00082	L-Tyrosine	-5.2874447437	5.452	-6.372	60.0
C00081	ITP	-7.91350349369	5.209	-8.119	70.0
C05775	alpha-Ribazole	1.0	1.0	0.0	50.0
C00160	Glycolate	-10.3559273077	0.0	-10.356	90.0
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	-9.34688431587	0.0	-9.347	80.0
C00879	D-Galactarate	2.322	2.322	0.0	50.0
C03175	Shikimate_3-phosphate	7.20474518264	7.205	0.0	60.0
C00089	Sucrose	-7.80577906523	0.0	-7.806	70.0
C04646	6-Thioinosine-5'-monophosphate	-8.54313017062	0.0	-8.543	70.0
C00670	sn-Glycero-3-phosphocholine	9.57919244369	9.579	0.0	80.0
C00671	(S)-3-Methyl-2-oxopentanoic_acid	-7.15090175437	8.542	-9.008	60.0
C01921	Glycocholate	10.2121413052	10.212	0.0	90.0
C00673	2-Deoxy-D-ribose_5-phosphate	-8.1918485231	7.248	-8.796	70.0
C00674	5alpha-Androstane-3,17-dione	-8.093	0.0	-8.093	70.0
C01250	N-Acetyl-L-glutamate_5-semialdehyde	-7.421	0.0	-7.421	70.0
C00679	5-Dehydro-4-deoxy-D-glucarate	1.0	1.0	0.0	50.0
C00106	Uracil	6.74869584266	6.963	-4.106	60.0
C00366	Urate	-1.0	0.0	-1.0	50.0
C00104	IDP	11.1194794021	11.119	0.0	90.0
C00105	UMP	2.29770292994	3.986	-3.45	50.0
C00103	D-Glucose_1-phosphate	8.80524105862	8.805	0.0	70.0
C00100	Propanoyl-CoA	-14.5733123961	3.306	-14.574	90.0
C00101	Tetrahydrofolate	5.10920768788	6.329	-5.52	60.0
C15556	L-3,4-Dihydroxybutan-2-one_4-phosphate	-6.19001083545	1.0	-6.229	60.0
C00108	Anthranilate	-5.80771565754	2.07	-5.912	60.0
C00109	2-Oxobutanoate	12.5838866499	12.584	0.0	90.0
C16200	Phenylboronic_acid	1.585	1.585	0.0	50.0
C04706	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide	1.585	1.585	0.0	50.0
C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	6.49112433393	7.434	-6.375	60.0
C05764	Hexadecanoyl-[acp]	6.62997787964	7.96	-7.229	60.0
C06899	Chloral_hydrate	12.2710503857	12.271	0.0	90.0
C05761	Tetradecanoyl-[acp]	6.62997787964	7.96	-7.229	60.0
C05760	trans-Tetradec-2-enoyl-[acp]	-6.08727533224	7.304	-7.82	60.0
