PCA1	PCA2	cluster	contig
-10.6724527	3.23376537	6	2379
8.66124139	2.87986533	9	2380
6.17867207	1.55435336	9	2381
1.10645564	0.359559789	0	2382
10.9965153	3.34520386	9	2383
-0.798580004	-2.4775258	7	2384
7.65392917	2.39377665	9	2385
3.94186515	-1.66531266	0	2386
6.97786475	2.50746415	9	2387
6.12977646	-1.73057227	0	2388
-4.31469628	-0.631243306	13	2389
4.62845276	-2.09202779	0	2390
-4.79051314	0.552562187	6	2391
-6.08631263	0.477018476	1	2392
-10.6393244	2.04871638	1	2393
-6.52559905	0.764313907	1	2394
4.38213964	-2.78742014	0	2395
2.13277138	-1.29045729	13	2396
9.88296096	3.30558665	9	2397
-6.29874449	-0.403225695	13	2398
-2.8703279	-2.12188453	7	2399
-9.43419731	3.23986201	1	2400
-11.112947	3.19893425	6	2401
2.00415954	-2.06100829	0	2402
-8.09605584	1.24601753	10	2403
-9.83339223	2.56188387	6	2404
-10.8135346	2.15974078	1	2405
-0.393843032	-1.95568447	7	2406
-7.09986854	0.917924929	10	2407
11.4840513	3.24254168	9	2408
-0.0482492765	-2.32046231	0	2409
3.77855308	-1.50214062	0	2410
8.90573014	2.64392391	9	2411
10.4041247	3.69040213	9	2412
-2.44534756	-1.95435402	7	2413
-8.53029396	1.43511407	10	2414
-6.39763302	0.952377697	6	2415
6.56962479	2.61857132	9	2416
3.44735975	-2.55124707	0	2417
-10.1096476	0.541792447	1	2418
-1.79750989	-1.91622186	7	2419
-6.49093051	1.48955579	10	2420
-5.2655854	0.317569019	13	2421
-5.4949683	-0.794911655	13	2422
7.66590083	2.72765462	9	2423
6.15221638	1.68007227	9	2424
-3.56945052	-1.71370388	7	2425
-3.89993355	1.86887941	6	2426
-1.74954621	-2.38112731	7	2427
11.9067685	3.09696166	9	2428
-2.15668316	0.591003174	6	2429
-7.22621565	2.30571015	6	2430
9.626702	3.02811356	9	2431
-4.32494538	-0.716111214	13	2432
-7.68056247	2.50694994	6	2433
-1.62533964	-1.69301343	7	2434
10.925166	3.31792338	9	2435
-1.60895411	-2.23766741	7	2436
9.9766292	2.89032769	9	2437
-7.56744643	1.08217215	6	2438
-3.72479047	-1.72393333	7	2439
3.75256243	-3.46970574	0	2440
2.0295711	-2.20508348	0	2441
-0.0107151446	-1.44307508	0	2442
4.41170256	-2.81025566	0	2443
10.2338178	3.51509084	9	2444
11.137272	2.81964316	9	2445
10.8019269	3.44182582	9	2446
4.2259385	-1.41139005	0	2447
5.91998498	-1.07688081	0	2448
9.83308355	4.45522829	9	2449
-11.5343294	3.2127366	1	2450
3.49438428	-2.99319008	0	2451
5.59368609	-1.07034961	0	2452
5.57903725	-1.68523906	0	2453
-8.83588812	2.2389026	6	2454
7.15353003	1.81455845	9	2455
-8.22810329	1.17987611	6	2456
-4.25957289	-1.26168994	13	2457
-3.05942241	-0.897308983	13	2458
-4.11991132	-0.607267095	13	2459
4.48363555	-2.801421	0	2460
0.220265756	-2.09859322	0	2461
3.71831034	-1.72703655	0	2462
7.59057194	2.55224992	9	2463
5.14047635	-2.2401865	0	2464
-7.01584197	1.4556813	6	2465
7.8182303	3.23690837	9	2466
-2.15646375	-2.66311306	7	2467
-1.88272771	-1.90881322	7	2468
6.05401779	-2.55907683	0	2469
-8.38619311	1.7299118	6	2470
4.16332836	-1.927625	0	2471
-5.58714031	0.211948492	6	2472
-7.79158014	1.4932853	10	2473
-6.64816944	0.890189113	10	2474
-9.29352792	1.41390232	6	2475
5.91299871	-3.0180499	0	2476
-8.6950877	1.34039323	1	2477
-4.78243304	-0.694239371	7	2478
-6.80749632	1.26176291	6	2479
-8.34398996	2.3254619	6	2480
-0.643819472	-0.847789797	7	2481
-4.75655709	-0.755114811	1	2482
5.26194293	-2.60367256	0	2483
5.36438948	-1.66093789	0	2484
9.16447083	2.68550221	9	2485
-3.13384487	-2.01466965	7	2486
-0.483916566	-1.56860268	13	2487
4.75509614	-2.15410713	0	2488
3.0619173	-2.51064006	0	2489
-0.0606753087	-1.67649887	0	2490
7.25968384	1.94042923	9	2491
-5.1802667	1.33064326	6	2492
-1.95052157	-2.12019889	0	2493
-2.07110712	-2.09552112	7	2494
3.07547171	-2.78167622	0	2495
8.11929993	3.51245125	9	2496
5.30961023	0.356539395	15	2497
3.23859401	-2.5068477	0	2498
-7.42436919	0.681612004	10	2499
-0.0101326599	-1.34033918	13	2500
10.570675	3.79391956	9	2501
7.92124402	2.87371845	9	2502
5.26105069	2.28987704	9	2503
5.68368169	-2.2650407	0	2504
-7.44012001	1.20553375	10	2505
1.74035513	-2.83252575	0	2506
-1.61385151	-2.41967779	7	2507
10.7741221	3.09633962	9	2508
7.92277946	2.45725926	9	2509
12.3873278	4.30827425	9	2510
-5.15649271	-1.91628483	7	2511
-5.0440464	-1.25407951	1	2512
3.17972718	-1.38770546	0	2513
3.80919565	-3.05809189	0	2514
-7.9425672	0.667377664	10	2515
7.01015161	-1.88800887	0	2516
3.46739275	-2.68898227	0	2517
11.8476866	3.48694567	9	2518
-6.81508679	2.36525913	14	2519
-2.65320873	-2.17706121	7	2520
2.26206529	-2.18015207	0	2521
5.72682087	-2.07592115	0	2522
-4.72940183	-0.0852417808	6	2523
-1.60676976	-0.901358556	6	2524
-1.848458	-2.29064306	7	2525
-3.03862452	-0.246707244	13	2526
11.1154524	2.84803328	9	2527
6.14412734	-1.92386114	0	2528
-2.45665573	-1.92331392	7	2529
-9.07381163	2.63244237	1	2530
-9.61028457	2.61213571	1	2531
-1.76629317	-1.14359877	13	2532
7.58861082	2.15438423	9	2533
4.58416318	-2.91005991	0	2534
4.93286946	-1.99682508	0	2535
7.67579482	2.99641949	9	2536
